"SKU","Name","On Hand","Available","Customs Description","Tariff Code","Customs Value","Price","Warehouse Product Price","Barcode","Warehouse"
"WRRISP01","VEER RING IN SILVER Silver","652","652","Sterling silver jewelry","711311","10","0.0000","58.0000","VR-17","Vareya BV / Primary"
"WRRIGP01","VEER RING WOMAN GOLD","0","0","VEER RING WOMAN GOLD","0","0.0000","0.0000",,"VR-18","Vareya BV / Primary"
"WRMNMP01","LINEAR RING Silver","779","777","Imitation jewelry","711719","3","0.0000","18.0000","VR - 09","Vareya BV / Primary"
"WRMNGP01","LINEAR RING Gold","394","388","Imitation jewelry","711719","3","0.0000","18.0000","VR - 10","Vareya BV / Primary"
"WRCYMP01","FLUID RING Silver","1891","1883","Imitation jewelry","711719","3","0.0000","19.0000","VR - 11","Vareya BV / Primary"
"WRCYGP01","FLUID RING Gold","2019","2007","Imitation jewelry","711719","3","0.0000","19.0000","VR - 12","Vareya BV / Primary"
"WNSQMP01","SQUARE CHAIN NECKLACE Silver","941","941","Imitation jewelry","711719","4","0.0000","29.0000","VN - 24","Vareya BV / Primary"
"WNSQGP01","SQUARE CHAIN NECKLACE Gold","3196","3192","Imitation jewelry","711719","4","0.0000","29.0000","VN - 28","Vareya BV / Primary"
"WNFSMP01","FLUID CHAIN NECKLACE Silver","135","135","Imitation jewelry","711719","4","0.0000","29.0000","VN - 26","Vareya BV / Primary"
"WNFSGP01","FLUID CHAIN NECKLACE Gold","912","907","Imitation jewelry","711719","4","0.0000","29.0000","VN - 30","Vareya BV / Primary"
"WNDSMP01","BRAID CHAIN NECKLACE Silver","551","551","Imitation jewelry","711719","4","0.0000","29.0000","VN - 27","Vareya BV / Primary"
"WNDSGP01","BRAID CHAIN NECKLACE Gold","1642","1641","Imitation jewelry","711719","4","0.0000","29.0000","VN - 31","Vareya BV / Primary"
"WNBXMP01","BOX CHAIN NECKLACE Silver","1054","1054","Imitation jewelry","711719","4","0.0000","29.0000","VN - 25","Vareya BV / Primary"
"WNBXGP01","BOX CHAIN NECKLACE Gold","2690","2689","Imitation jewelry","711719","4","0.0000","29.0000","VN - 29","Vareya BV / Primary"
"WNBCSS01","Non-Violence x Vacier Women's Chain Necklace Silver","22","22","Sterling silver jewelry","711311","16","0.0000","108.0000","VN-20","Vareya BV / Primary"
"WNBCGS01","Non-Violence x Vacier Women's Chain Necklace Gold","41","41","Sterling silver jewelry","711311","16","0.0000","108.0000","VN-21","Vareya BV / Primary"
"WEMNMP01","LINEAR HOOPS Silver","205","205","Imitation jewelry","711719","4","0.0000","27.0000","VE - 01","Vareya BV / Primary"
"WEMNGP01","LINEAR HOOPS Gold","1135","1133","Imitation jewelry","711719","4","0.0000","27.0000","VE - 02","Vareya BV / Primary"
"WECYMP01","FLUID HOOPS Silver","274","270","Imitation jewelry","711719","4","0.0000","28.0000","VE - 03","Vareya BV / Primary"
"WECYGP01","FLUID HOOPS Gold","539","535","Imitation jewelry","711719","4","0.0000","28.0000","VE - 04","Vareya BV / Primary"
"WCMIVP06","Veer Set Gold Woman","0","0","Veer Set Gold Woman","0","0.0000","0.0000",,"1753959743","Vareya BV / Primary"
"WCMIVP05","VEER SET IN SILVER Silver","194","194","Sterling silver jewelry","711311","23","0.0000","167.0000","1753959498","Vareya BV / Primary"
"WCMIVP04","FLUID SET Gold","2007","2007","Imitation jewelry","711719","5","0.0000","42.0000","1732217776","Vareya BV / Primary"
"WCMIVP03","FLUID SET Silver","1883","1883","Imitation jewelry","711719","5","0.0000","42.0000","1732217898","Vareya BV / Primary"
"WCMIVP02","LINEAR SET Gold","388","388","Imitation jewelry","711719","5","0.0000","41.0000","1732217534","Vareya BV / Primary"
"WCMIVP01","LINEAR SET Silver","506","506","Imitation jewelry","711719","5","0.0000","41.0000","1732217352","Vareya BV / Primary"
"WBSQMP01","SQUARE CHAIN BRACELET Silver","478","473","Imitation jewelry","711719","3","0.0000","23.0000","VB-45","Vareya BV / Primary"
"WBSQGP01","SQUARE CHAIN BRACELET Gold","723","717","Imitation jewelry","711719","3","0.0000","23.0000","VB - 49","Vareya BV / Primary"
"WBRISP01","VEER CUFF IN SILVER Silver","194","194","Sterling silver jewelry","711311","17","0.0000","128.0000","VB-61","Vareya BV / Primary"
"WBRIGP01","VEER CUFF WOMAN GOLD","0","0","VEER CUFF WOMAN GOLD","0","0.0000","0.0000",,"VB-62","Vareya BV / Primary"
"WBMNMP01","LINEAR CUFF Silver","507","506","Imitation jewelry","711719","3","0.0000","25.0000","VB - 53","Vareya BV / Primary"
"WBMNGP01","LINEAR CUFF Gold","666","661","Imitation jewelry","711719","3","0.0000","25.0000","VB - 54","Vareya BV / Primary"
"WBFSMP01","FLUID CHAIN BRACELET Silver","345","340","Imitation jewelry","711719","3","0.0000","23.0000","VB - 47","Vareya BV / Primary"
"WBFSGP01","FLUID CHAIN BRACELET Gold","529","522","Imitation jewelry","711719","3","0.0000","23.0000","VB - 51","Vareya BV / Primary"
"WBDSMP01","BRAID CHAIN BRACELET Silver","100","99","Imitation jewelry","711719","3","0.0000","23.0000","VB - 48","Vareya BV / Primary"
"WBDSGP01","BRAID CHAIN BRACELET Gold","698","695","Imitation jewelry","711719","3","0.0000","23.0000","VB-52","Vareya BV / Primary"
"WBCYMP01","FLUID CUFF Silver","2980","2975","Imitation jewelry","711719","3","0.0000","26.0000","VB - 55","Vareya BV / Primary"
"WBCYGP01","FLUID CUFF Gold","3446","3433","Imitation jewelry","711719","3","0.0000","26.0000","VB - 56","Vareya BV / Primary"
"WBBXMP01","BOX CHAIN BRACELET Silver","319","318","Imitation jewelry","711719","3","0.0000","23.0000","VB - 46","Vareya BV / Primary"
"WBBXGP01","BOX CHAIN BRACELET Gold","1755","1754","Imitation jewelry","711719","3","0.0000","23.0000","VB - 50","Vareya BV / Primary"
"WBBCSS01","Non-Violence x Vacier Women's Chain Bracelet Silver","17","17","Sterling silver jewelry","711311","11","0.0000","78.0000","VB-41","Vareya BV / Primary"
"WBBCGS01","Non-Violence x Vacier Women's Chain Bracelet Gold","10","10","Sterling silver jewelry","711311","11","0.0000","78.0000","VB-42","Vareya BV / Primary"
"VRSISP02","RIPPLE SIGNET RING IN SILVER Silver","416","413","Sterling silver jewelry","711311","13","0.0000","92.0000","VR-13","Vareya BV / Primary"
"VRSISP01","UNISIZE SIGNET RING IN SILVER Silver","873","864","Imitation jewelry","711719","6","89.9000","53.6500","VR-05","Vareya BV / Primary"
"VRSIGP01","RIPPLE SIGNET RING IN GOLD","0","0","RIPPLE SIGNET RING IN GOLD","0","0.0000","0.0000",,"VR-14","Vareya BV / Primary"
"VRRISP01","VEER RING IN SILVER Silver","1196","1196","Sterling silver jewelry","711311","10","0.0000","58.0000","VR-15","Vareya BV / Primary"
"VRRIGP01","VEER RING MAN GOLD","0","0","VEER RING MAN GOLD","0","0.0000","0.0000",,"VR-16","Vareya BV / Primary"
"VROPSSP01","STACKABLE UNISIZE RING Silver","1896","1895","Imitation jewelry","711719","3","0.0000","17.0000","VR-24","Vareya BV / Primary"
"VROPSP01","EXCLUSIVE UNISIZE RING IN SILVER Silver","559","554","Imitation jewelry","711719","6","79.9000","67.0700","VR-04","Vareya BV / Primary"
"VROPSGP02","STACKABLE UNISIZE RING Gold","798","797","Imitation jewelry","711719","3","0.0000","17.0000","VR-25","Vareya BV / Primary"
"VROPMP02","MINIMAL UNISIZE RING Silver","2682","2657","Imitation jewelry","711719","3","18.9000","17.7700","VR-06","Vareya BV / Primary"
"VROPMB02","UNISIZE RING Silver","5473","5414","Imitation jewelry","711719","3","19.9000","14.8900","VR-03","Vareya BV / Primary"
"VROPGP02","MINIMAL UNISIZE RING Gold","5716","5709","Imitation jewelry","711719","3","19.9000","17.7700","VR-08","Vareya BV / Primary"
"VROPGB02","UNISIZE RING Gold","4805","4793","Imitation jewelry","711719","3","21.9000","14.8900","VR-07","Vareya BV / Primary"
"VROPBMB03","STACKABLE UNISIZE RING Black","378","377","Imitation jewelry","711719","3","0.0000","17.0000","VR-23","Vareya BV / Primary"
"VROPBMB02","UNISIZE RING Black","2198","2193","Imitation jewelry","711719","3","0.0000","19.0000","VR-22","Vareya BV / Primary"
"VROPBMB01","MINIMAL UNISIZE RING Black","1620","1619","Imitation jewelry","711719","3","0.0000","18.0000","VR-21","Vareya BV / Primary"
"VPPOPN02","VERSATILE VACIER WALLET","267","177","Wallet with outer surface of plastic sheeting","42023210","10","21.9000","18.6200","714414943","Vareya BV / Primary"
"VPENPN05","‍RIPPLE CARD HOLDER TAN (100% off)","2593","2589","Wallet with outer surface of plastic sheeting","42023210","10","0.0000","32.0000","1773661215","Vareya BV / Primary"
"VPENPN04","‍RIPPLE CARD HOLDER SAND (100% off)","2557","2554","Wallet with outer surface of plastic sheeting","42023210","10","0.0000","32.0000","1773661178","Vareya BV / Primary"
"VPENPN03","RIPPLE CARD HOLDER BLACK","2009","1993","Wallet with outer surface of plastic sheeting","42023210","10","0.0000","32.0000","1773661078","Vareya BV / Primary"
"VPENPN02","RIPPLE CARD HOLDER DARK BLUE","2415","2411","Wallet with outer surface of plastic sheeting","42023210","10","0.0000","32.0000","1773661012","Vareya BV / Primary"
"VPENMN01","MINIMAL VACIER WALLET","14761","14680","Wallet with outer surface of plastic sheeting","42023210","10","21.9000","21.1700","714421081","Vareya BV / Primary"
"VPBALN03","Bubble Mailer","169470","169470","Imitation jewelry","711719","3","0.0000","2.0000","1700818810","Vareya BV / Primary"
"VNWCMN02","WIRE CHAIN NECKLACE Silver","419","413","Imitation jewelry","711719","5","59.9000","29.6700","VN-06","Vareya BV / Primary"
"VNWCMN01","WIRE PENDANT NECKLACE Silver","1306","1306","Imitation jewelry","711719","4","29.0000","29.0000","VN-01","Vareya BV / Primary"
"VNWCMN0","WIRE PENDANT NECKLACE Silver","1310","1306","Imitation jewelry","711719","4","29.9000","29.6700","VN-01","Vareya BV / Primary"
"VNWCGN02","WIRE CHAIN NECKLACE Gold","1413","1412","Imitation jewelry","711719","5","69.9000","29.6700","VN-11","Vareya BV / Primary"
"VNWCGN01","WIRE PENDANT NECKLACE Gold","1759","1756","Imitation jewelry","711719","4","31.9000","29.6700","VN-10","Vareya BV / Primary"
"VNWCBMB02","WIRE PENDANT NECKLACE Black","207","207","Imitation jewelry","711719","4","0.0000","29.0000","VN-37","Vareya BV / Primary"
"VNWCBMB01","WIRE CHAIN NECKLACE Black","213","213","Imitation jewelry","711719","4","0.0000","29.0000","VN-36","Vareya BV / Primary"
"VNSQMN02","SQUARE CHAIN NECKLACE Silver","1450","1417","Imitation jewelry","711719","4","29.9000","23.7300","VN-07","Vareya BV / Primary"
"VNSQMN01","SQUARE PENDANT NECKLACE Silver","5581","5571","Imitation jewelry","711719","4","29.9000","29.6700","VN-02","Vareya BV / Primary"
"VNSQGN02","SQUARE CHAIN NECKLACE Gold","2963","2958","Imitation jewelry","711719","4","30.9000","23.7300","VN-12","Vareya BV / Primary"
"VNSQGN01","SQUARE PENDANT NECKLACE Gold","2028","2021","Imitation jewelry","711719","4","30.9000","29.6700","VN-13","Vareya BV / Primary"
"VNSQBMB02","SQUARE PENDANT NECKLACE Black","323","322","Imitation jewelry","711719","4","0.0000","29.0000","VN-39","Vareya BV / Primary"
"VNSQBMB01","SQUARE CHAIN NECKLACE Black","402","402","Imitation jewelry","711719","4","0.0000","29.0000","VN-38","Vareya BV / Primary"
"VNSEMP01","LINEAR CHAIN NECKLACE Silver","1394","1394","Imitation jewelry","711719","4","0.0000","29.0000","VN-34","Vareya BV / Primary"
"VNSEGP01","LINEAR CHAIN NECKLACE Gold","574","571","Imitation jewelry","711719","4","0.0000","29.0000","VN-35","Vareya BV / Primary"
"VNSEBMB01","LINEAR CHAIN NECKLACE Black","480","478","Imitation jewelry","711719","4","0.0000","29.0000","VN-44","Vareya BV / Primary"
"VNOCSN01","OCTAGON CHAIN NECKLACE IN SILVER Silver","556","554","Sterling silver jewelry","711311","11","0.0000","75.5700","VN-18","Vareya BV / Primary"
"VNCLSN01","CLIP CHAIN NECKLACE IN SILVER Silver","398","394","Sterling silver jewelry","711311","11","0.0000","75.5700","VN-19","Vareya BV / Primary"
"VNCCMN02","MINIMAL CHAIN NECKLACE Silver","1983","1972","Imitation jewelry","711719","5","59.9000","23.7300","VN-08","Vareya BV / Primary"
"VNCCMN01","MINIMAL PENDANT NECKLACE Silver","1415","1410","Imitation jewelry","711719","4","29.9000","29.6700","VN-03","Vareya BV / Primary"
"VNCCGN02","MINIMAL CHAIN NECKLACE Gold","842","834","Imitation jewelry","711719","5","64.9000","23.7300","VN-15","Vareya BV / Primary"
"VNCCGN01","MINIMAL PENDANT NECKLACE Gold","2393","2387","Imitation jewelry","711719","4","30.9000","29.6700","VN-14","Vareya BV / Primary"
"VNCCBMB02","MINIMAL PENDANT NECKLACE Black","241","241","Imitation jewelry","711719","4","0.0000","29.0000","VN-41","Vareya BV / Primary"
"VNCCBMB01","MINIMAL CHAIN NECKLACE Black","300","300","Imitation jewelry","711719","4","0.0000","29.0000","VN-40","Vareya BV / Primary"
"VNBOMN02","BOX CHAIN NECKLACE Silver","1843","1835","Imitation jewelry","711719","4","29.9000","29.0000","VN-09","Vareya BV / Primary"
"VNBOMN01","BOX PENDANT NECKLACE Silver","2129","2118","Imitation jewelry","711719","4","29.9000","29.6700","VN-05","Vareya BV / Primary"
"VNBOGN02","BOX CHAIN NECKLACE Gold","1860","1858","Imitation jewelry","711719","4","30.9000","23.7300","VN-16","Vareya BV / Primary"
"VNBOGN01","BOX PENDANT NECKLACE Gold","924","923","Imitation jewelry","711719","4","30.9000","29.6700","VN-17","Vareya BV / Primary"
"VNBOBMB02","BOX PENDANT NECKLACE Black","180","180","Imitation jewelry","711719","4","0.0000","29.0000","VN-43","Vareya BV / Primary"
"VNBOBMB01","BOX CHAIN NECKLACE Black","194","193","Imitation jewelry","711719","4","0.0000","29.0000","VN-42","Vareya BV / Primary"
"VNBCSS01","Non-Violence x Vacier Men's Chain Necklace Silver","0","0","Sterling silver jewelry","7113110","0.0000","0.0000","108.0000","VN-22","Vareya BV / Primary"
"VNBCGS01","Non-Violence x Vacier Men's Chain Necklace Gold","28","27","Sterling silver jewelry","711311","16","0.0000","108.0000","VN-23","Vareya BV / Primary"
"versatile-vacier-wallet-100-off","VERSATILE VACIER WALLET (100% off)","177","177","Wallet with outer surface of plastic sheeting","42023210","2","0.0000","2.0000","714414943","Vareya BV / Primary"
"VCMIVP10","STACKABLE UNISIZE SET Silver","1317","1317","Imitation jewelry","711719","5","0.0000","39.5000","1765541776","Vareya BV / Primary"
"VCMIVP09","STACKABLE UNISIZE SET Gold","619","619","Imitation jewelry","711719","5","0.0000","39.5000","1765541478","Vareya BV / Primary"
"VCMIVP08","Veer Set Man Gold","0","0","Veer Set Man Gold","0","0.0000","0.0000",,"1753958045","Vareya BV / Primary"
"VCMIVP07","VEER SET IN SILVER Silver","364","364","Sterling silver jewelry","711311","23","0.0000","167.0000","1753881392","Vareya BV / Primary"
"VCMIVP06","RIPPLE SIGNET SET IN GOLD","0","0","RIPPLE SIGNET SET IN GOLD","0","0.0000","0.0000",,"1755520558","Vareya BV / Primary"
"VCMIVP05","RIPPLE SIGNET SET IN SILVER Silver","64","64","Sterling silver jewelry","711311","33","0.0000","226.4000","1755520062","Vareya BV / Primary"
"VCMIVP04","MINIMAL UNISIZE SET Gold","5709","5709","Imitation jewelry","711719","5","44.9000","62.6500","714429061","Vareya BV / Primary"
"VCMIVP03","MINIMAL UNISIZE SET Silver","2657","2657","Imitation jewelry","711719","5","42.9000","62.6500","714418448","Vareya BV / Primary"
"VCMIVP02","UNISIZE SIGNET SET IN SILVER Silver","201","201","Sterling silver jewelry","711311","34","229.9000","236.9000","714506808","Vareya BV / Primary"
"VCMIVP01","EXCLUSIVE UNISIZE SILVER SET Silver","209","209","Sterling silver jewelry","711311","25","189.9000","228.4000","714418227","Vareya BV / Primary"
"VCMIVN01","Vacier Gift Box and Cloth","1676","1676","Paperboard packaging box","48195000","0","0.0000",,"731308300","Vareya BV / Primary"
"VCMIVB04","UNISIZE SET Gold","4793","4793","Imitation jewelry","711719","5","45.9000","65.2000","714420717","Vareya BV / Primary"
"VCMIVB03","UNISIZE SET Silver","4682","4682","Imitation jewelry","711719","5","43.9000","65.2000","714428997","Vareya BV / Primary"
"VCMIVB01","STACKABLE UNISIZE SET Black","377","377","Imitation jewelry","711719","5","0.0000","39.5000","1765541854","Vareya BV / Primary"
"VCMIBMB08","MINIMAL UNISIZE SET Black","1497","1497","Imitation jewelry","711719","5","41.0000","41.0000","767357475","Vareya BV / Primary"
"VCMIBMB07","UNISIZE SET Black","1797","1797","Imitation jewelry","711719","5","0.0000","43.0000","1763135718","Vareya BV / Primary"
"VBWCMN03","WIRE CHAIN BRACELET Extra Small (Fits XXS-XS) / Silver","1231","1226","Imitation jewelry","711719","3","25.9000","21.1700","VB-16","Vareya BV / Primary"
"VBWCMN02","WIRE CHAIN BRACELET Extra Large (Fits XL- XXL) / Silver","1222","1221","Imitation jewelry","711719","3","25.9000","21.1700","VB-11","Vareya BV / Primary"
"VBWCMN01","WIRE CHAIN BRACELET Regular - Fits Most (Small to Large) / Silver","1246","1224","Imitation jewelry","711719","3","25.9000","21.1700","VB-04","Vareya BV / Primary"
"VBWCGN03","WIRE CHAIN BRACELET Extra Small (Fits XXS-XS) / Gold","1905","1903","Imitation jewelry","711719","4","26.9000","21.1700","VB-23","Vareya BV / Primary"
"VBWCGN02","WIRE CHAIN BRACELET Extra Large (Fits XL- XXL) / Gold","2142","2142","Imitation jewelry","711719","4","26.9000","21.1700","VB-22","Vareya BV / Primary"
"VBWCGN01","WIRE CHAIN BRACELET Regular - Fits Most (Small to Large) / Gold","450","443","Imitation jewelry","711719","4","26.9000","21.1700","VB-21","Vareya BV / Primary"
"VBWCBMB03","WIRE CHAIN BRACELET Extra Small (Fits XXS-XS) / Black","144","142","Imitation jewelry","711719","3","0.0000","23.0000","VB-77","Vareya BV / Primary"
"VBWCBMB02","WIRE CHAIN BRACELET Extra Large (Fits XL- XXL) / Black","27","24","Imitation jewelry","711719","3","0.0000","23.0000","VB-78","Vareya BV / Primary"
"VBWCBMB01","WIRE CHAIN BRACELET Regular - Fits Most (Small to Large) / Black","463","450","Imitation jewelry","711719","3","0.0000","23.0000","VB-79","Vareya BV / Primary"
"VBSQMN03","SQUARE CHAIN BRACELET Extra Small (Fits XXS-XS) / Silver","622","614","Imitation jewelry","711719","3","23.9000","16.9300","VB-17","Vareya BV / Primary"
"VBSQMN02","SQUARE CHAIN BRACELET Extra Large (Fits XL- XXL) / Silver","912","908","Imitation jewelry","711719","3","23.9000","16.9300","VB-12","Vareya BV / Primary"
"VBSQMN01","SQUARE CHAIN BRACELET Regular - Fits Most (Small to Large) / Silver","7740","7626","Imitation jewelry","711719","3","23.9000","16.9300","VB-05","Vareya BV / Primary"
"VBSQGN03","SQUARE CHAIN BRACELET Extra Small (Fits XXS-XS) / Gold","1275","1268","Imitation jewelry","711719","3","25.9000","16.9300","VB-26","Vareya BV / Primary"
"VBSQGN02","SQUARE CHAIN BRACELET Extra Large (Fits XL- XXL) / Gold","1495","1492","Imitation jewelry","711719","3","25.9000","16.9300","VB-25","Vareya BV / Primary"
"VBSQGN01","SQUARE CHAIN BRACELET Regular - Fits Most (Small to Large) / Gold","7894","7872","Imitation jewelry","711719","3","25.9000","16.9300","VB-24","Vareya BV / Primary"
"VBSQBMB03","SQUARE CHAIN BRACELET (Copy) Black / Extra Small (Fits XXS-XS)","496","496","Imitation jewelry","711719","3","0.0000","23.0000","VB-80","Vareya BV / Primary"
"VBSQBMB02","SQUARE CHAIN BRACELET (Copy) Black / Extra Large (Fits XL- XXL)","197","193","Imitation jewelry","711719","3","0.0000","23.0000","VB-81","Vareya BV / Primary"
"VBSQBMB01","SQUARE CHAIN BRACELET (Copy) Black / Regular - Fits Most (Small to Large)","1340","1333","Imitation jewelry","711719","3","0.0000","23.0000","VB-82","Vareya BV / Primary"
"VBSISP02","RIPPLE SIGNET CUFF IN SILVER Silver","64","64","Sterling silver jewelry","711311","23","0.0000","168.0000","VB-57","Vareya BV / Primary"
"VBSISP01","UNISIZE SIGNET CUFF IN SILVER Silver","201","201","Sterling silver jewelry","711311","20","149.9000","131.6700","VB-15","Vareya BV / Primary"
"VBSIGP01","RIPPLE SIGNET CUFF IN GOLD","0","0","RIPPLE SIGNET CUFF IN GOLD","0","0.0000","0.0000",,"VB-58","Vareya BV / Primary"
"VBSEMP03","LINEAR CHAIN BRACELET Extra Small (Fits XXS-XS) / Silver","207","206","Imitation jewelry","711719","3","0.0000","23.0000","VB-75","Vareya BV / Primary"
"VBSEMP02","LINEAR CHAIN BRACELET Extra Large (Fits XL- XXL) / Silver","183","183","Imitation jewelry","711719","3","0.0000","23.0000","VB-73","Vareya BV / Primary"
"VBSEMP01","LINEAR CHAIN BRACELET Regular - Fits Most (Small to Large) / Silver","3205","3203","Imitation jewelry","711719","3","0.0000","23.0000","VB-71","Vareya BV / Primary"
"VBSEGP03","LINEAR CHAIN BRACELET Extra Small (Fits XXS-XS) / Gold","188","187","Imitation jewelry","711719","3","0.0000","23.0000","VB-76","Vareya BV / Primary"
"VBSEGP02","LINEAR CHAIN BRACELET Extra Large (Fits XL- XXL) / Gold","112","112","Imitation jewelry","711719","3","0.0000","23.0000","VB-74","Vareya BV / Primary"
"VBSEGP01","LINEAR CHAIN BRACELET Regular - Fits Most (Small to Large) / Gold","1000","999","Imitation jewelry","711719","3","0.0000","23.0000","VB-72","Vareya BV / Primary"
"VBSEBMB03","LINEAR CHAIN BRACELET Extra Small (Fits XXS-XS) / Black","312","311","Imitation jewelry","711719","3","0.0000","23.0000","VB-93","Vareya BV / Primary"
"VBSEBMB02","LINEAR CHAIN BRACELET Extra Large (Fits XL- XXL) / Black","418","418","Imitation jewelry","711719","3","0.0000","23.0000","VB-92","Vareya BV / Primary"
"VBSEBMB01","LINEAR CHAIN BRACELET Regular - Fits Most (Small to Large) / Black","1388","1385","Imitation jewelry","711719","3","0.0000","23.0000","VB-91","Vareya BV / Primary"
"VBRISP01","VEER CUFF IN SILVER Silver","364","364","Sterling silver jewelry","711311","17","0.0000","128.0000","VB-59","Vareya BV / Primary"
"VBRIGP01","VEER CUFF MAN GOLD","0","0","VEER CUFF MAN GOLD","0","0.0000","0.0000",,"VB-60","Vareya BV / Primary"
"VBOCSN03","OCTAGON BRACELET IN SILVER Extra Small (Fits XXS-XS) / Silver","83","82","Sterling silver jewelry","711311","10","0.0000","46.8500","VB-37","Vareya BV / Primary"
"VBOCSN02","OCTAGON BRACELET IN SILVER Extra Large (Fits XL- XXL) / Silver","244","242","Sterling silver jewelry","711311","10","0.0000","46.8500","VB-36","Vareya BV / Primary"
"VBOCSN01","OCTAGON BRACELET IN SILVER Regular - Fits Most (Small to Large) / Silver","1806","1799","Sterling silver jewelry","711311","10","0.0000","46.8500","VB-35","Vareya BV / Primary"
"VBCUSSP01","STACKABLE UNISIZE CUFF Silver","1319","1317","Imitation jewelry","711719","3","0.0000","24.0000","VB-95","Vareya BV / Primary"
"VBCUSP01","EXCLUSIVE UNISIZE CUFF IN SILVER Silver","210","209","Sterling silver jewelry","711311","16","109.9000","98.5300","VB-09","Vareya BV / Primary"
"VBCUSGP02","STACKABLE UNISIZE CUFF Gold","621","619","Imitation jewelry","711719","3","0.0000","24.0000","VB-96","Vareya BV / Primary"
"VBCUMP02","MINIMAL UNISIZE CUFF Silver","3093","3071","Imitation jewelry","711719","4","26.9000","23.7200","VB-20","Vareya BV / Primary"
"VBCUMB02","UNISIZE CUFF Silver","4821","4682","Imitation jewelry","711719","4","27.9000","20.3300","VBCUMB02","Vareya BV / Primary"
"VBCUGP02","MINIMAL UNISIZE CUFF Gold","7368","7358","Imitation jewelry","711719","4","28.9000","23.7200","VB-28","Vareya BV / Primary"
"VBCUGB02","UNISIZE CUFF Gold","8872","8867","Imitation jewelry","711719","4","29.9000","20.3300","VB-27","Vareya BV / Primary"
"VBCUBMB03","STACKABLE UNISIZE CUFF Black","755","754","Imitation jewelry","711719","3","0.0000","24.0000","VB-94","Vareya BV / Primary"
"VBCUBMB02","UNISIZE CUFF Black","1806","1797","Imitation jewelry","711719","4","0.0000","27.0000","VB-84","Vareya BV / Primary"
